Customer_ID,tradeDate,ticker,Side,Quantity,Px,TradeCurrency,FeeUSD
C100636,2025-08-14,VTRPU,SELL,-93,248.67,USD,4.87
C100235,2025-07-18,YTR,SELL,-338,228.45,USD,4.83
C100870,2025-07-14,RFJMR,BUY,363,387.91,USD,7.77
C100557,2025-06-23,OANHZ,BUY,32,50.76,ILS,
C100593,2025-07-18,KZXVY,BUY,497,386.48,ILS,
C100430,2025-06-25,HYRF,BUY,311,396.18,EUR,
C100505,2025-07-15,SBJ,SELL,-163,37.97,USD,2.48
C100093,2025-06-30,NQQXU,BUY,266,72.6,USD,5.68
C100078,2025-06-18,TNCQV,BUY,292,166.48,GBP,
C100184,2025-06-27,TFNN,BUY,345,241.08,EUR,
C100593,2025-06-27,JURY,SELL,-73,249.5,EUR,
C100074,2025-07-15,CCD,BUY,84,340.94,ILS,
C100652,2025-06-12,RKVOC,BUY,53,16.32,GBP,
C100786,2025-06-16,BBYX,BUY,459,81.71,EUR,
C100496,2025-07-15,ZIKTN,BUY,135,46.68,USD,4.4
C100562,2025-08-26,PTCVZ,SELL,-68,13.33,EUR,
C100035,2025-07-03,JDBYO,BUY,473,215.4,GBP,
C100618,2025-06-18,WRL,BUY,164,76.79,ILS,
C100497,2025-08-12,PWETB,SELL,-385,325.44,USD,5.37
C100007,2025-06-19,BUJ,BUY,253,375.27,USD,4.57
C100974,2025-07-31,IDX,SELL,-93,113.97,EUR,
C100840,2025-07-23,CQBSZ,BUY,451,141.26,GBP,
C100542,2025-07-09,IIZ,SELL,-159,376.6,ILS,
C100116,2025-07-28,RXQH,BUY,239,193.27,GBP,
C100736,2025-08-18,QVSL,SELL,-200,153.34,USD,3.29
C100116,2025-08-20,QYXRA,BUY,191,237.53,USD,3.01
C100136,2025-07-03,MQH,BUY,323,114.35,USD,7.49
C100864,2025-06-09,UJLJN,BUY,83,129.27,EUR,
C100672,2025-07-07,XEPQ,BUY,171,13.12,GBP,
C100642,2025-07-02,GMYHH,BUY,291,399.01,EUR,
C100171,2025-06-03,SEHZP,SELL,-286,234.74,USD,4.28
C100383,2025-07-02,KHFTC,BUY,205,260.84,GBP,
C100714,2025-06-25,BSU,BUY,149,195.42,GBP,
C100191,2025-08-08,UUE,SELL,-431,61.48,EUR,
C100369,2025-06-30,BLHH,BUY,266,286.56,USD,5.56
C100225,2025-08-18,SEHZP,BUY,143,192.95,ILS,
C100577,2025-07-01,FBYB,SELL,-259,119.53,EUR,
C100171,2025-08-28,XVGQO,SELL,-344,398.9,USD,6.22
C100103,2025-08-12,XREL,BUY,17,83.86,ILS,
C100517,2025-08-18,AOJU,BUY,339,76.95,ILS,
C100813,2025-06-25,BZP,SELL,-221,242.77,USD,2.54
C100183,2025-07-30,ZYNVB,BUY,486,314.68,EUR,
C100519,2025-07-01,BHZY,SELL,-308,20.64,ILS,
C100453,2025-07-01,WMF,BUY,58,334.96,EUR,
C100041,2025-06-16,MKO,SELL,-273,192.72,ILS,
C100702,2025-07-08,IYFI,SELL,-359,41.52,USD,7.95
C100289,2025-08-05,HXWQP,BUY,326,24.98,EUR,
C100079,2025-06-13,TSK,SELL,-269,57.22,USD,5.95
C100680,2025-08-20,BIBMX,BUY,369,20.44,GBP,
C100814,2025-07-17,ZYNVB,BUY,144,108.1,GBP,
C100167,2025-08-13,LDV,SELL,-484,98.43,ILS,
C100457,2025-08-28,TARPY,BUY,285,166.42,GBP,
C100446,2025-06-10,ZUQD,SELL,-400,115.27,USD,6.65
C100572,2025-06-05,ZDZW,BUY,295,397.42,ILS,
C100402,2025-06-09,DZI,SELL,-81,212.98,GBP,
C100956,2025-07-29,PAG,BUY,3,179.25,GBP,
C100735,2025-06-16,BQXZT,BUY,213,238.81,ILS,
C100924,2025-07-01,RONV,SELL,-63,74.61,ILS,
C100656,2025-07-15,PTCVZ,SELL,-376,367.06,EUR,
C100561,2025-06-23,KUL,BUY,478,264.18,EUR,
C100133,2025-06-19,ZTSC,SELL,-210,372.96,USD,5.6
C100769,2025-07-04,PSBT,BUY,441,148.28,GBP,
C100028,2025-08-08,QZIZI,BUY,472,321.86,USD,7.61
C100074,2025-08-05,QOIZN,BUY,120,235.53,USD,5.03
C100183,2025-08-12,HZOM,BUY,76,76.01,GBP,
C100065,2025-07-18,OJLHF,SELL,-351,189.41,ILS,
C100821,2025-08-21,IGRIG,BUY,213,40.31,USD,4.56
C100684,2025-08-04,BVCC,SELL,-153,200.17,ILS,
C100580,2025-07-04,HYQTC,SELL,-74,207.71,USD,1.39
C100167,2025-06-11,ANJ,SELL,-221,397.81,ILS,
C100755,2025-07-25,IZQLN,BUY,32,315.83,GBP,
C100556,2025-07-15,JYS,BUY,331,329.21,USD,7.97
C100591,2025-06-18,TARPY,BUY,372,153.94,GBP,
C100840,2025-08-13,VFKM,SELL,-351,343.9,ILS,
C100814,2025-08-22,AQO,SELL,-268,8.02,ILS,
C100426,2025-07-31,MJYL,BUY,45,187.85,EUR,
C100274,2025-06-05,ZUUP,SELL,-146,300.45,USD,3.1
C100495,2025-06-18,PQAYV,BUY,271,182.67,ILS,
C100432,2025-06-13,DFPC,SELL,-410,159.48,ILS,
C100890,2025-06-09,OER,SELL,-461,293.34,EUR,
C100905,2025-06-02,LCRVI,BUY,481,285.65,GBP,
C100720,2025-07-11,NHV,SELL,-8,337.11,GBP,
C100462,2025-08-19,QEZLX,BUY,198,300.94,ILS,
C100672,2025-07-04,AJLY,SELL,-5,85.78,EUR,
C100060,2025-07-03,TPAF,SELL,-499,306.61,GBP,
C100536,2025-07-14,LHAUQ,SELL,-236,84.15,GBP,
C100725,2025-07-02,IQUI,SELL,-422,260.6,ILS,
C100980,2025-07-09,GBA,BUY,137,135.68,GBP,
C100717,2025-06-30,VQU,BUY,46,92.56,GBP,
C100030,2025-08-29,ANJ,BUY,158,22.43,ILS,
C100681,2025-07-25,XEW,BUY,213,194.9,ILS,
C100293,2025-07-18,BSAI,SELL,-462,25.12,EUR,
C100693,2025-07-11,OGJGR,BUY,491,364.22,GBP,
C100740,2025-08-01,DTOT,SELL,-283,194.16,EUR,
C100727,2025-08-14,IIZ,BUY,119,17.59,ILS,
C100414,2025-08-25,XVB,BUY,140,160.84,EUR,
C100341,2025-07-14,KOKF,BUY,55,295.26,GBP,
C100916,2025-06-30,CWWFV,SELL,-474,160.34,USD,8.79
C100872,2025-08-15,KFNI,SELL,-49,188.5,EUR,
C100251,2025-06-20,RFF,BUY,167,103.03,GBP,
C100707,2025-06-17,WKYOP,BUY,112,26.36,GBP,
C100407,2025-07-16,GGOC,BUY,274,327.57,GBP,
C100181,2025-07-09,DWBKS,SELL,-392,18.0,ILS,
C100175,2025-07-03,LPNIP,SELL,-498,386.9,EUR,
C100199,2025-06-06,ECNQI,SELL,-197,183.63,GBP,
C100282,2025-08-05,DGFQX,SELL,-161,117.56,USD,2.62
C100757,2025-07-08,SND,SELL,-430,296.2,GBP,
C100892,2025-06-16,LEE,BUY,324,335.35,USD,6.79
C100107,2025-07-17,ANLR,SELL,-214,398.61,GBP,
C100300,2025-08-26,ONCC,SELL,-491,337.91,GBP,
C100170,2025-07-24,FUBQ,BUY,300,209.31,EUR,
C100876,2025-08-07,VMN,SELL,-246,115.81,EUR,
C100517,2025-06-13,AOJU,SELL,-184,337.96,EUR,
C100639,2025-08-13,AOJU,BUY,413,96.65,GBP,
C100770,2025-07-16,AKOAQ,BUY,70,58.19,ILS,
C100295,2025-07-02,RTYK,SELL,-30,186.09,GBP,
C100451,2025-07-29,NIACK,BUY,467,346.42,EUR,
C100667,2025-08-06,SND,SELL,-35,218.71,USD,1.93
C100368,2025-06-11,IIZ,BUY,93,211.04,ILS,
C100323,2025-07-17,ISI,BUY,190,359.59,GBP,
C100966,2025-07-10,MFZI,BUY,226,340.99,GBP,
C100491,2025-07-14,REZ,BUY,421,88.09,USD,8.96
C100347,2025-07-01,USRM,SELL,-108,280.76,GBP,
C100332,2025-06-13,EMF,BUY,271,329.78,USD,6.38
C100741,2025-06-25,IQUI,BUY,200,395.66,GBP,
C100414,2025-07-14,BTSV,SELL,-467,234.83,ILS,
C100547,2025-07-01,OTEN,SELL,-68,199.17,GBP,
C100210,2025-06-13,REWAF,BUY,451,172.38,GBP,
C100647,2025-08-15,HKNX,BUY,308,287.77,ILS,
C100754,2025-06-20,NGXB,SELL,-259,295.54,USD,4.9
C100386,2025-07-15,ISI,SELL,-153,214.79,ILS,
C100935,2025-06-26,TIHE,BUY,52,337.38,USD,2.93
C100531,2025-06-06,PDTOU,SELL,-315,326.64,ILS,
C100346,2025-06-13,mknxr,SELL,-205,186.17,GBP,
C100448,2025-06-03,WOO,SELL,-72,15.64,USD,1.59
C100110,2025-07-28,MJYL,BUY,198,142.09,USD,3.26
C100142,2025-06-16,NIACK,BUY,57,45.16,ILS,
C100045,2025-06-10,TEH,SELL,-224,43.3,EUR,
C100932,2025-07-01,NLZBM,SELL,-276,253.62,ILS,
C100808,2025-06-25,MOSWO,BUY,124,307.53,USD,4.66
C100947,2025-08-11,FVOPV,BUY,4,188.64,USD,3.78
C100270,2025-06-26,HRYDD,SELL,-191,211.43,GBP,
C100037,2025-08-11,QHKZE,SELL,-145,87.89,ILS,
C100632,2025-08-29,QUBR,SELL,-270,168.42,GBP,
C100167,2025-06-12,IUGA,BUY,430,351.43,GBP,
C100086,2025-06-25,ATE,SELL,-237,82.66,GBP,
C100401,2025-07-10,OEJ,SELL,-330,261.75,ILS,
C100173,2025-06-12,OANHZ,SELL,-181,223.37,GBP,
C100592,2025-07-29,NRVIA,BUY,140,397.74,GBP,
C100467,2025-08-25,TMP,SELL,-423,166.45,ILS,
C100218,2025-08-29,BQXZT,SELL,-320,398.49,EUR,
C100607,2025-07-31,UWVG,BUY,46,322.59,GBP,
C100510,2025-07-08,QPESE,SELL,-374,149.57,ILS,
C100454,2025-08-25,FLAI,BUY,221,238.75,GBP,
C100737,2025-06-09,VMN,BUY,190,300.48,GBP,
C100600,2025-06-19,IRRD,SELL,-128,111.68,GBP,
C100004,2025-07-11,HQPT,SELL,-202,257.38,USD,6.5
C100998,2025-08-18,PSNV,SELL,-145,49.79,USD,6.44
C100895,2025-08-13,NOT,SELL,-443,249.87,ILS,
C100435,2025-08-14,SLRY,BUY,32,345.39,EUR,
C100365,2025-08-11,HHIOD,SELL,-482,399.85,USD,5.28
C100928,2025-06-16,LBGDH,SELL,-262,92.85,EUR,
C100089,2025-08-29,CES,BUY,28,203.22,GBP,
C100132,2025-06-25,LMHK,BUY,318,379.9,ILS,
C100318,2025-06-19,DBY,SELL,-437,299.85,USD,5.77
C100897,2025-07-21,LBDKO,BUY,401,385.16,GBP,
C100596,2025-08-29,LXO,BUY,263,165.63,GBP,
C100805,2025-07-29,BWX,BUY,307,24.14,ILS,
C100382,2025-06-30,YAV,SELL,-399,87.96,GBP,
C100656,2025-08-21,SOHH,SELL,-352,283.54,GBP,
C100038,2025-08-14,QSC,SELL,-497,78.27,GBP,
C100792,2025-08-21,FIWZH,SELL,-441,91.08,EUR,
C100497,2025-08-04,KUI,SELL,-18,360.7,EUR,
C100338,2025-07-01,BSU,BUY,441,119.49,GBP,
C100960,2025-08-14,CTGDC,SELL,-466,190.67,ILS,
C100812,2025-06-16,VCX,BUY,47,201.83,ILS,
C100824,2025-06-30,TZC,BUY,218,81.83,ILS,
C100603,2025-07-21,ORWR,BUY,392,171.58,ILS,
C100335,2025-07-08,WKYOP,BUY,482,360.14,ILS,
C100508,2025-06-26,UJLJN,BUY,49,367.89,USD,4.98
C100839,2025-07-18,NIEX,SELL,-75,83.52,USD,5.24
C100448,2025-07-17,TEH,BUY,353,207.43,USD,5.14
C100350,2025-06-24,HLSEL,BUY,257,128.54,GBP,
C100146,2025-08-25,HKNX,SELL,-383,210.75,GBP,
C100226,2025-06-12,LKLY,SELL,-134,304.38,EUR,
C100691,2025-08-07,CJO,SELL,-121,168.52,EUR,
C100341,2025-08-14,YHSK,SELL,-189,50.18,USD,2.79
C100319,2025-07-01,XUWX,SELL,-176,374.53,USD,2.35
C100277,2025-06-26,FNLLW,SELL,-482,305.34,USD,5.44
C100407,2025-07-08,EZEH,BUY,77,315.36,GBP,
C100906,2025-06-12,AJDX,BUY,453,124.32,ILS,
C100538,2025-08-20,EMWB,BUY,239,272.55,EUR,
C100533,2025-08-01,RTYK,SELL,-402,160.29,EUR,
C100674,2025-07-22,IRRD,BUY,257,289.79,USD,3.37
C100728,2025-08-26,CLRJD,BUY,254,352.32,USD,3.04
C100823,2025-06-10,REZ,SELL,-415,145.37,EUR,
C100207,2025-06-11,NHV,BUY,240,361.75,GBP,
C100298,2025-07-24,RFC,BUY,14,364.0,EUR,
C100429,2025-06-10,ZQKZJ,SELL,-240,382.38,EUR,
C100693,2025-06-17,RKTA,BUY,440,164.01,EUR,
C100482,2025-06-30,ZHSM,BUY,269,354.86,USD,3.36
C100032,2025-08-14,JJH,BUY,174,261.09,ILS,
C100742,2025-08-28,TMP,SELL,-448,86.12,ILS,
C100801,2025-07-14,IDX,SELL,-448,301.09,ILS,
C100350,2025-08-07,FUBQ,SELL,-104,303.04,GBP,
C100365,2025-07-30,JKBBO,SELL,-161,189.93,USD,6.48
C100213,2025-07-30,PVRH,BUY,449,278.99,GBP,
C100206,2025-06-19,KOG,BUY,454,269.79,USD,5.86
C100143,2025-07-28,AFUX,BUY,69,315.74,GBP,
C100210,2025-06-25,XMDWL,BUY,297,370.5,EUR,
C100707,2025-06-16,KQV,BUY,158,320.42,EUR,
C100373,2025-07-25,PBBUP,BUY,429,124.0,GBP,
C100344,2025-08-22,HRYDD,BUY,399,217.92,USD,4.71
C100146,2025-06-04,HED,SELL,-444,385.19,ILS,
C100141,2025-06-03,LPNIP,SELL,-115,64.22,ILS,
C100450,2025-07-28,RFC,BUY,403,18.2,USD,4.3
C100764,2025-07-25,SHAYC,SELL,-407,252.65,ILS,
C100447,2025-08-14,PSBT,BUY,150,199.26,GBP,
C100575,2025-07-16,NLZBM,BUY,289,147.8,EUR,
C100464,2025-07-15,CPIKH,SELL,-316,5.06,USD,6.95
C100178,2025-06-10,UZXTV,SELL,-202,309.9,ILS,
C100580,2025-07-01,fblso,SELL,-499,8.13,GBP,
C100171,2025-06-30,YTR,BUY,278,102.98,EUR,
C100758,2025-08-29,WBG,SELL,-30,142.22,EUR,
C100464,2025-06-30,KEJT,BUY,289,102.58,GBP,
C100559,2025-06-16,GCLLZ,SELL,-155,82.79,GBP,
C100850,2025-06-16,VQPD,SELL,-20,261.38,ILS,
C100694,2025-06-12,QWO,SELL,-186,161.38,GBP,
C100321,2025-07-23,LKLY,SELL,-358,339.27,GBP,
C100442,2025-06-26,PVRH,SELL,-27,275.12,EUR,
C100844,2025-06-05,HYRF,BUY,8,198.04,GBP,
C100074,2025-07-01,NLUC,SELL,-487,266.8,GBP,
C100893,2025-08-28,YBY,SELL,-413,255.09,GBP,
C100338,2025-06-03,UJLJN,SELL,-403,321.07,USD,5.85
C100514,2025-08-27,DTP,SELL,-39,57.07,GBP,
C100782,2025-07-24,ZIKTN,BUY,157,55.39,ILS,
C100462,2025-07-11,TEDO,BUY,420,5.04,ILS,
C100501,2025-06-09,PVAU,SELL,-276,241.8,EUR,
C100929,2025-06-11,IQUI,BUY,262,133.17,GBP,
C100682,2025-08-26,IGRIG,SELL,-409,363.23,USD,5.65
C100848,2025-07-14,PWETB,SELL,-162,347.74,GBP,
C100717,2025-06-09,QHKZE,SELL,-436,129.3,EUR,
C100108,2025-07-10,QGC,BUY,162,141.38,GBP,
C100012,2025-06-24,HRYDD,SELL,-33,142.76,USD,1.54
C100394,2025-08-01,QOIZN,SELL,-293,31.98,ILS,
C100331,2025-08-27,GDF,BUY,359,57.01,GBP,
C100295,2025-08-29,FZETA,BUY,395,100.16,EUR,
C100890,2025-08-27,YFA,SELL,-45,20.18,GBP,
C100942,2025-06-10,IFZBF,SELL,-333,70.85,ILS,
C100929,2025-09-01,REZ,SELL,-155,284.72,USD,3.97
C100355,2025-06-20,KOG,SELL,-97,387.79,GBP,
C100373,2025-08-14,RDVYC,SELL,-295,381.42,USD,3.68
C100880,2025-07-24,CFQZ,SELL,-309,195.9,USD,3.63
C100579,2025-07-14,IIZ,SELL,-351,206.35,ILS,
C100256,2025-07-31,AJDX,BUY,344,181.59,GBP,
C100321,2025-06-20,PYO,SELL,-255,389.27,USD,5.58
C100224,2025-08-14,LVQP,SELL,-291,171.65,EUR,
C100191,2025-08-06,MITJY,SELL,-82,355.94,USD,3.89
C100523,2025-08-11,SYZXC,SELL,-26,158.13,ILS,
C100068,2025-06-16,VCX,BUY,222,160.7,EUR,
C100656,2025-08-20,DYD,SELL,-282,186.34,GBP,
C100571,2025-08-27,DBY,SELL,-1,134.59,GBP,
C100538,2025-07-07,mslhs,SELL,-425,298.66,USD,8.19
C100585,2025-06-11,BWBA,BUY,74,111.2,GBP,
C100165,2025-07-17,EMWB,BUY,320,178.6,EUR,
C100398,2025-07-03,HLSEL,BUY,463,319.59,GBP,
C100833,2025-08-15,LHAUQ,BUY,32,175.53,GBP,
C100136,2025-06-23,XMDWL,BUY,178,141.34,EUR,
C100494,2025-06-03,RFC,SELL,-310,324.86,USD,4.18
C100499,2025-06-19,LMHK,BUY,250,186.17,USD,3.34
C100584,2025-07-15,SHAYC,SELL,-222,73.27,ILS,
C100698,2025-08-05,MFZI,BUY,253,121.48,GBP,
C100231,2025-06-02,MTWDE,SELL,-144,399.8,ILS,
C100807,2025-07-04,SYZXC,BUY,344,146.68,USD,3.6
C100423,2025-08-14,NXVG,SELL,-93,250.98,ILS,
C100211,2025-08-27,YWG,SELL,-262,284.75,ILS,
C100382,2025-07-01,THX,SELL,-350,108.48,GBP,
C100819,2025-07-24,OJLHF,BUY,473,50.75,USD,5.85
C100858,2025-07-09,KOKF,BUY,107,317.31,EUR,
C100480,2025-07-09,YIJUV,BUY,313,262.0,EUR,
C100315,2025-08-19,PLUGD,BUY,480,345.83,GBP,
C100885,2025-07-08,AQO,SELL,-131,174.88,GBP,
C100130,2025-07-31,QZIUC,BUY,64,322.89,ILS,
C100082,2025-06-03,HPZMD,BUY,455,367.11,EUR,
C100854,2025-08-15,TMP,BUY,52,216.71,GBP,
C100517,2025-06-25,YTR,SELL,-71,135.31,USD,1.06
C100575,2025-06-12,NXJSV,BUY,368,6.37,USD,8.06
C100096,2025-08-29,ZDZW,BUY,492,317.45,USD,5.14
C100477,2025-07-08,LBGDH,BUY,131,127.68,ILS,
C100434,2025-07-11,TNCQV,SELL,-310,138.92,ILS,
C100666,2025-08-26,SSNOZ,SELL,-26,263.88,EUR,
C100519,2025-06-30,BTQGT,BUY,378,285.43,ILS,
C100974,2025-09-01,WASRN,SELL,-331,152.29,GBP,
C100344,2025-07-07,ZTSC,BUY,142,257.44,ILS,
C100625,2025-07-21,JFG,BUY,141,310.65,USD,4.11
C100852,2025-08-05,FITJ,SELL,-81,179.86,EUR,
C100353,2025-06-19,AZSVP,BUY,221,345.54,EUR,
C100159,2025-07-31,DYD,SELL,-230,298.74,EUR,
C100865,2025-07-30,ADWZ,SELL,-417,151.66,ILS,
C100462,2025-07-31,GMC,BUY,98,106.55,USD,2.62
C100832,2025-06-10,ZVW,BUY,349,341.7,GBP,
C100412,2025-06-11,XFNEW,SELL,-279,82.67,ILS,
C100808,2025-08-11,BMNSU,BUY,46,52.53,GBP,
C100155,2025-06-13,UFU,SELL,-218,182.61,GBP,
C100163,2025-08-29,LPNIP,BUY,317,365.29,EUR,
C100931,2025-07-29,BBYX,BUY,421,267.75,USD,8.28
C100283,2025-08-19,IYBWC,SELL,-20,46.6,ILS,
C100423,2025-07-15,CIM,BUY,62,52.93,ILS,
C100743,2025-08-04,AFD,SELL,-178,41.34,ILS,
C100423,2025-06-25,DBY,SELL,-63,63.58,EUR,
C100981,2025-06-19,NOT,SELL,-310,41.92,GBP,
C100672,2025-06-24,CIM,BUY,212,102.81,GBP,
C100575,2025-07-23,RRJ,SELL,-81,80.89,EUR,
C100687,2025-07-28,KBJZN,SELL,-123,19.14,ILS,
C100491,2025-08-11,JDBYO,SELL,-324,186.21,USD,6.81
C100739,2025-08-18,KBXO,BUY,352,88.85,GBP,
C100640,2025-06-06,WWJE,BUY,232,5.3,USD,4.84
C100714,2025-08-12,NRVIA,SELL,-105,37.32,ILS,
C100527,2025-07-08,NXVG,BUY,399,187.93,GBP,
C100982,2025-08-08,OML,BUY,63,63.5,USD,5.5
C100945,2025-06-17,HPZMD,SELL,-376,165.18,EUR,
C100652,2025-08-14,LSCOB,BUY,235,182.17,ILS,
C100108,2025-07-11,RFJMR,SELL,-444,32.92,ILS,
C100035,2025-06-09,AJOLB,SELL,-337,88.41,ILS,
C100139,2025-06-05,TEH,BUY,275,232.41,EUR,
C100948,2025-06-18,AZSVP,BUY,338,287.1,USD,4.24
C100161,2025-08-11,ZTSC,SELL,-450,372.91,ILS,
C100438,2025-08-19,VQPD,BUY,77,79.06,EUR,
C100966,2025-08-19,RKTA,BUY,369,159.86,EUR,
C100302,2025-08-29,FIWZH,SELL,-394,391.73,EUR,
C100917,2025-08-14,HED,SELL,-45,200.77,ILS,
C100000,2025-06-02,LSCOB,BUY,218,118.26,GBP,
C100415,2025-08-27,TTH,SELL,-187,327.92,GBP,
C100859,2025-08-13,DGNK,BUY,260,361.16,ILS,
C100489,2025-07-17,GNN,SELL,-305,301.33,ILS,
C100838,2025-07-15,PFCH,BUY,173,380.67,USD,3.88
C100401,2025-07-31,PVRH,BUY,434,134.14,GBP,
C100435,2025-07-14,ANJ,SELL,-254,198.36,USD,6.31
C100773,2025-06-23,WDZKD,SELL,-421,43.99,USD,5.22
C100870,2025-07-09,YHSK,SELL,-320,360.44,USD,6.72
C100139,2025-08-15,NLUC,BUY,422,67.78,ILS,
C100130,2025-08-28,ZBNNZ,SELL,-472,144.02,USD,5.67
C100702,2025-06-10,IUGA,SELL,-152,380.45,GBP,
C100014,2025-07-23,WASRN,BUY,17,290.6,ILS,
C100125,2025-08-22,GMC,SELL,-362,243.26,USD,5.41
C100041,2025-06-11,BTSV,BUY,404,9.75,USD,7.74
C100461,2025-07-16,ENGF,SELL,-50,26.36,ILS,
C100451,2025-07-25,LJJEF,BUY,346,12.55,ILS,
C100289,2025-07-11,NBGWL,SELL,-206,91.42,USD,3.17
C100567,2025-06-19,QUBR,SELL,-170,74.26,EUR,
C100109,2025-08-07,LNURY,SELL,-142,206.19,ILS,
C100069,2025-06-26,UAOYK,BUY,264,287.91,USD,6.21
C100205,2025-08-01,VNH,BUY,133,83.66,GBP,
C100128,2025-07-02,ZPDCR,SELL,-247,238.96,GBP,
C100645,2025-06-17,BMNSU,BUY,491,164.88,USD,7.88
C100201,2025-07-24,BYWX,SELL,-448,291.21,USD,7.75
C100591,2025-07-22,LXO,BUY,220,363.79,USD,2.88
C100845,2025-08-20,GCLLZ,SELL,-72,29.47,USD,1.03
C100746,2025-06-25,QZIUC,BUY,127,49.41,EUR,
C100571,2025-08-14,YZMHJ,SELL,-243,311.82,ILS,
C100398,2025-06-06,KBJZN,SELL,-477,377.89,ILS,
C100851,2025-06-13,UIKD,SELL,-416,128.06,EUR,
C100799,2025-06-04,OER,SELL,-111,263.84,EUR,
C100577,2025-07-09,XFXRO,SELL,-296,112.67,ILS,
C100293,2025-06-04,LEE,BUY,34,247.25,USD,1.86
C100522,2025-07-14,MBTTD,SELL,-217,18.4,EUR,
C100707,2025-08-20,CQBSZ,BUY,354,283.99,USD,7.83
C100184,2025-07-15,TNCQV,SELL,-110,6.1,EUR,
C100898,2025-06-23,BBYX,SELL,-28,115.2,GBP,
C100955,2025-07-29,TIHE,BUY,59,128.41,USD,1.37
C100227,2025-06-13,NIEX,BUY,294,143.72,ILS,
C100521,2025-07-31,HKNX,BUY,307,290.92,ILS,
C100849,2025-08-20,XEAK,SELL,-368,52.89,ILS,
C100073,2025-06-25,VCX,BUY,159,39.45,USD,3.37
C100895,2025-06-27,MCKL,BUY,391,19.44,ILS,
C100327,2025-07-18,VTZ,SELL,-445,151.54,USD,5.1
C100366,2025-07-14,IQUI,BUY,296,237.98,USD,4.66
C100214,2025-08-07,EYCEP,BUY,15,361.02,ILS,
C100500,2025-06-20,UZW,SELL,-493,368.25,EUR,
C100272,2025-07-02,DTOT,SELL,-349,97.05,ILS,
C100331,2025-06-12,WWJE,SELL,-171,347.5,EUR,
C100945,2025-08-14,IDD,SELL,-407,383.57,ILS,
C100970,2025-06-18,THP,SELL,-37,384.2,GBP,
C100323,2025-08-04,UWVG,SELL,-326,118.17,EUR,
C100363,2025-07-24,NWWHU,SELL,-58,218.83,EUR,
C100876,2025-08-14,OYIT,BUY,146,190.4,USD,5.61
C100724,2025-06-19,SEHZP,SELL,-57,178.97,USD,4.84
C100838,2025-08-18,SEHZP,SELL,-37,185.58,ILS,
C100914,2025-08-01,KQV,BUY,32,372.81,USD,2.52
C100327,2025-07-22,LSCOB,SELL,-476,65.62,ILS,
C100506,2025-06-11,DMBKK,SELL,-486,294.55,ILS,
C100768,2025-07-07,DJRTW,BUY,383,56.67,EUR,
C100069,2025-07-17,KHFTC,BUY,453,307.91,ILS,
C100331,2025-07-02,MYA,BUY,428,155.45,ILS,
C100327,2025-06-10,ELK,SELL,-12,365.6,EUR,
C100943,2025-08-01,VMN,SELL,-297,122.24,ILS,
C100207,2025-07-08,ADWZ,BUY,260,393.1,EUR,
C100250,2025-06-25,SUB,SELL,-377,222.64,GBP,
C100787,2025-06-10,GCAO,SELL,-352,47.25,GBP,
C100078,2025-08-25,FJB,SELL,-399,67.3,EUR,
C100412,2025-07-07,HSSU,BUY,478,250.42,EUR,
C100984,2025-08-22,CIM,BUY,368,180.88,USD,6.57
C100386,2025-06-30,AOJU,SELL,-301,103.41,ILS,
C100593,2025-07-16,MGJ,SELL,-473,208.92,ILS,
C100427,2025-07-09,UIHUJ,BUY,353,220.38,ILS,
C100025,2025-07-21,ENGF,SELL,-184,328.36,ILS,
C100573,2025-07-03,CQBSZ,SELL,-50,219.41,ILS,
C100539,2025-06-23,ZMMY,BUY,302,183.79,EUR,
C100183,2025-06-17,UIHUJ,SELL,-445,184.67,EUR,
C100955,2025-06-25,MOSWO,BUY,287,174.01,USD,6.81
C100887,2025-07-03,TEDO,SELL,-102,49.02,GBP,
C100246,2025-06-18,JYS,SELL,-31,58.5,GBP,
C100281,2025-07-21,WWJE,SELL,-404,260.86,USD,4.32
C100863,2025-07-28,wvaw,BUY,115,225.37,EUR,
C100087,2025-06-10,IULZ,BUY,439,198.04,EUR,
C100355,2025-06-05,EYU,BUY,435,31.44,EUR,
C100926,2025-08-29,OOX,BUY,424,299.47,EUR,
C100441,2025-07-29,SFQ,BUY,210,106.81,GBP,
C100891,2025-07-25,XFXRO,BUY,172,335.21,ILS,
C100593,2025-08-05,QKP,SELL,-404,18.69,ILS,
C100102,2025-06-25,QZIZI,SELL,-444,52.62,USD,8.3
C100199,2025-06-11,BLHH,SELL,-310,310.22,ILS,
C100176,2025-07-28,QHKZE,SELL,-238,59.77,ILS,
C100299,2025-07-24,VNH,BUY,494,112.95,ILS,
C100395,2025-07-08,JFG,BUY,171,381.83,USD,3.28
C100590,2025-08-19,GBA,SELL,-139,40.14,EUR,
C100533,2025-08-11,CTG,SELL,-405,152.44,ILS,
C100955,2025-08-11,KUI,BUY,145,26.56,EUR,
C100079,2025-07-15,BHZY,BUY,389,178.95,USD,4.73
C100872,2025-08-08,AOC,SELL,-478,37.23,USD,6.6
C100105,2025-08-11,MAQUS,BUY,49,264.13,EUR,
C100526,2025-07-14,KVK,BUY,325,382.19,EUR,
C100717,2025-07-25,XVGQO,SELL,-355,35.48,USD,6.99
C100527,2025-08-28,SHAYC,SELL,-193,309.01,GBP,
